CustomerID,Age,Gender,City,SubscriptionType,MonthlySpending,Tenure,NumberOfPurchases,CustomerSupportRequests,LoginFrequency,LastActivityDate,SatisfactionScore,PaymentMethod,DeviceType,AutoRenew,ChurnStatus
CUST2016,61,Male,Quetta,Premium,82.29,55,83,1,18.0,2026-05-02,4.0,JazzCash,iPhone,Yes,No
CUST2017,61,Female,Peshawar,Standard,53.8,18,26,3,16.0,2026-02-26,2.0,Bank Transfer,Web,Yes,No
CUST2018,53,Male,Rawalpindi,Basic,14.18,59,90,1,20.0,2026-03-03,4.0,Debit Card,Android,Yes,No
CUST2019,26,Male,Peshawar,Basic,16.79,3,4,10,17.0,2026-04-07,3.0,Bank Transfer,iPhone,Yes,Yes
CUST2020,48,Female,Multan,Standard,38.94,28,47,1,17.0,2026-02-14,5.0,Bank Transfer,Android,Yes,No
CUST2021,28,Female,Multan,Basic,12.99,38,55,6,27.0,2026-01-08,2.0,Credit Card,iPhone,Yes,No
CUST2022,49,Female,Quetta,Premium,140.71,36,65,5,29.0,2026-03-18,1.0,EasyPaisa,Android,Yes,No
CUST2023,57,Female,Rawalpindi,Basic,21.43,25,30,4,5.0,2026-06-06,5.0,Bank Transfer,Web,Yes,No
CUST2024,53,Male,Lahore,Standard,60.2,51,71,5,26.0,2026-02-14,3.0,Credit Card,Android,Yes,No
CUST2025,48,Male,Peshawar,Basic,27.39,3,8,1,24.0,2025-12-25,3.0,JazzCash,iPhone,Yes,No
CUST2026,32,Male,Karachi,Premium,111.75,29,42,6,17.0,2026-03-28,4.0,JazzCash,Android,Yes,No
CUST2027,19,Female,Lahore,Basic,11.87,7,13,2,11.0,2026-06-09,1.0,Bank Transfer,Android,Yes,Yes
CUST2028,39,Male,Rawalpindi,Basic,22.61,44,74,7,8.0,2026-04-17,2.0,Credit Card,Android,Yes,Yes
CUST2029,32,Female,Quetta,Standard,59.98,32,51,0,4.0,2026-01-21,2.0,Debit Card,iPhone,Yes,Yes
CUST2030,57,Male,Karachi,Standard,60.2,17,30,4,14.0,2026-03-11,2.0,Debit Card,Android,Yes,No
CUST2031,19,Male,Lahore,Basic,28.23,19,23,1,25.0,2026-06-12,2.0,JazzCash,iPhone,Yes,No
CUST2032,24,Female,Faisalabad,Standard,69.85,13,21,6,21.0,2026-01-16,4.0,EasyPaisa,Web,Yes,No
CUST2033,40,Female,Lahore,Premium,133.56,14,6,2,14.0,2025-12-24,3.0,JazzCash,iPhone,No,No
CUST2034,21,Female,Quetta,Premium,131.33,57,94,9,17.0,2026-02-01,1.0,Bank Transfer,iPhone,No,No
CUST2035,61,Male,Quetta,Premium,112.3,32,42,4,23.0,2026-05-31,4.0,EasyPaisa,Web,Yes,No
CUST2036,38,Male,Multan,Standard,55.74,12,23,5,1.0,2026-06-15,3.0,Bank Transfer,iPhone,Yes,No
CUST2037,37,Male,Karachi,Basic,23.21,32,47,9,22.0,2026-04-04,2.0,JazzCash,Android,Yes,No
CUST2038,54,Male,Quetta,Basic,13.2,51,76,1,18.0,2026-05-07,5.0,Bank Transfer,Web,Yes,No
CUST2039,21,Male,Rawalpindi,Basic,16.5,44,64,2,9.0,2026-06-06,1.0,EasyPaisa,Web,Yes,No
CUST2040,18,Female,Peshawar,Premium,125.48,42,54,10,21.0,2026-01-13,5.0,Credit Card,Web,Yes,No
CUST2041,26,Female,Faisalabad,Standard,45.3,24,42,7,18.0,2026-03-05,2.0,Credit Card,iPhone,Yes,Yes
CUST2042,21,Male,Quetta,Basic,15.3,36,58,7,14.0,2026-06-20,2.0,JazzCash,Android,No,Yes
CUST2043,39,Female,Multan,Basic,18.75,56,87,8,28.0,2026-01-21,4.0,EasyPaisa,iPhone,Yes,No
CUST2044,62,Male,Lahore,Basic,23.36,40,59,1,25.0,2025-12-30,2.0,JazzCash,Web,Yes,No
CUST2045,25,Male,Multan,Basic,18.8,10,16,10,16.0,2026-05-01,1.0,EasyPaisa,Web,Yes,Yes
CUST2046,64,Male,Peshawar,Basic,20.88,35,52,8,27.0,2026-05-14,3.0,JazzCash,Web,Yes,No
CUST2047,60,Male,Faisalabad,Basic,16.93,38,55,0,10.0,2026-04-11,1.0,EasyPaisa,Android,No,Yes
CUST2048,47,Male,Lahore,Basic,26.58,8,7,0,18.0,2026-05-16,4.0,Bank Transfer,Web,Yes,No
CUST2049,61,Male,Faisalabad,Basic,28.65,30,40,6,14.0,2026-01-17,5.0,Debit Card,Web,Yes,No
CUST2050,62,Male,Peshawar,Basic,14.89,7,6,2,13.0,2026-01-24,4.0,EasyPaisa,iPhone,Yes,No
CUST2051,35,Female,Peshawar,Standard,39.02,53,83,4,1.0,2026-04-18,5.0,Bank Transfer,iPhone,Yes,No
CUST2052,58,Male,Lahore,Basic,18.2,2,1,1,7.0,2026-05-03,2.0,Bank Transfer,iPhone,Yes,Yes
CUST2053,25,Female,Peshawar,Basic,26.05,8,10,4,15.0,2026-02-28,2.0,Bank Transfer,Android,No,Yes
CUST2054,32,Male,Faisalabad,Standard,60.89,49,66,4,8.0,2026-04-23,1.0,Debit Card,iPhone,Yes,No
CUST2055,20,Male,Multan,Basic,26.53,1,3,3,28.0,2026-01-10,1.0,Credit Card,iPhone,Yes,Yes
CUST2056,35,Male,Islamabad,Basic,17.97,40,69,10,19.0,2026-05-22,3.0,Credit Card,Web,No,No
CUST2057,26,Male,Faisalabad,Premium,101.42,49,73,3,14.0,2026-01-13,3.0,Bank Transfer,Web,Yes,No
CUST2058,56,Male,Quetta,Standard,60.77,18,27,0,20.0,2026-02-03,1.0,Debit Card,iPhone,Yes,No
CUST2059,59,Male,Karachi,Basic,15.45,14,16,2,28.0,2026-06-19,4.0,JazzCash,iPhone,Yes,No
CUST2060,34,Female,Karachi,Basic,24.49,1,1,3,29.0,2026-03-18,2.0,Bank Transfer,Android,Yes,Yes
CUST2061,62,Male,Multan,Standard,40.16,15,22,9,2.0,2026-05-13,4.0,EasyPaisa,Android,No,No
CUST2062,25,Female,Lahore,Basic,26.79,37,54,8,6.0,2026-04-14,1.0,JazzCash,iPhone,Yes,Yes
CUST2063,55,Female,Multan,Basic,18.32,24,47,10,6.0,2026-03-28,1.0,Bank Transfer,Web,No,Yes
CUST2064,20,Male,Faisalabad,Basic,28.84,52,75,7,0.0,2026-04-22,5.0,JazzCash,Web,Yes,No
CUST2065,37,Male,Peshawar,Basic,29.26,1,2,5,14.0,2026-03-27,2.0,JazzCash,iPhone,No,Yes
CUST2066,22,Female,Peshawar,Basic,19.68,24,32,7,2.0,2026-03-26,5.0,Debit Card,Android,Yes,No
CUST2067,56,Male,Faisalabad,Basic,22.96,20,38,1,12.0,2026-03-24,1.0,JazzCash,Web,Yes,No
CUST2068,49,Male,Rawalpindi,Standard,31.28,23,38,5,15.0,2026-01-03,3.0,Debit Card,Web,Yes,No
CUST2069,32,Female,Faisalabad,Basic,18.14,17,18,6,27.0,2026-06-06,5.0,JazzCash,Android,Yes,No
CUST2070,63,Male,Islamabad,Standard,65.57,34,45,3,28.0,2025-12-25,2.0,EasyPaisa,Android,Yes,No
CUST2071,38,Female,Islamabad,Standard,51.88,51,68,0,17.0,2026-02-17,5.0,Credit Card,Android,No,No
CUST2072,32,Female,Peshawar,Standard,63.62,46,68,10,6.0,2026-01-15,3.0,Debit Card,iPhone,No,No
CUST2073,63,Female,Islamabad,Basic,12.82,55,85,4,16.0,2026-05-21,2.0,JazzCash,Web,Yes,No
CUST2074,51,Female,Lahore,Basic,16.73,43,65,0,16.0,2026-05-18,4.0,Debit Card,iPhone,No,No
CUST2075,49,Male,Multan,Basic,22.91,39,64,3,23.0,2026-06-09,2.0,Credit Card,Web,No,No
CUST2076,18,Female,Karachi,Standard,31.72,4,9,7,22.0,2026-02-04,1.0,EasyPaisa,iPhone,No,Yes
CUST2077,32,Male,Karachi,Basic,19.81,32,48,4,24.0,2026-02-23,1.0,Bank Transfer,Android,No,No
CUST2078,23,Female,Islamabad,Basic,,44,66,9,,2026-01-14,,Bank Transfer,Web,Yes,No
CUST2079,52,Female,Lahore,Premium,115.75,54,80,2,27.0,2026-04-13,2.0,Debit Card,Web,Yes,No
CUST2080,52,Female,Peshawar,Basic,,36,65,4,,2026-05-22,,EasyPaisa,Web,Yes,No
CUST2081,32,Female,Peshawar,Premium,80.34,9,24,10,26.0,2026-04-09,2.0,Bank Transfer,Android,No,No
CUST2082,22,Male,Multan,Basic,11.75,35,51,4,29.0,2026-04-18,1.0,Bank Transfer,iPhone,No,No
CUST2083,47,Male,Karachi,Standard,,33,51,8,,2026-05-20,,EasyPaisa,iPhone,No,Yes
CUST2084,50,Female,Rawalpindi,Basic,28.58,42,65,9,16.0,2026-03-02,1.0,Bank Transfer,iPhone,Yes,Yes
CUST2085,56,Male,Karachi,Basic,10.33,59,92,8,9.0,2026-03-20,3.0,EasyPaisa,Web,No,No
CUST2086,21,Male,Karachi,Basic,13.37,27,33,4,27.0,2026-02-17,3.0,Debit Card,Android,Yes,No
CUST2087,43,Female,Islamabad,Standard,68.04,3,1,0,12.0,2025-12-25,1.0,Bank Transfer,Android,No,Yes
CUST2088,51,Female,Multan,Basic,22.34,34,47,1,25.0,2026-05-27,1.0,JazzCash,Android,No,No
CUST2089,55,Female,Rawalpindi,Standard,43.15,44,64,9,24.0,2026-03-10,5.0,EasyPaisa,iPhone,No,No
CUST2090,46,Male,Islamabad,Premium,142.11,30,37,6,21.0,2026-04-26,2.0,Debit Card,Android,No,No
CUST2091,40,Male,Karachi,Basic,10.32,28,54,1,15.0,2026-04-27,3.0,Credit Card,Android,Yes,No
CUST2092,19,Female,Faisalabad,Basic,16.23,26,43,3,9.0,2026-05-25,4.0,Debit Card,Android,Yes,No
CUST2093,48,Male,Karachi,Basic,12.6,39,62,3,30.0,2026-06-02,5.0,EasyPaisa,Android,No,No
CUST2094,21,Male,Karachi,Premium,136.67,13,14,2,16.0,2026-05-31,1.0,Bank Transfer,Android,Yes,No
CUST2095,39,Male,Karachi,Basic,27.74,49,67,3,11.0,2026-04-02,5.0,JazzCash,Android,Yes,No
CUST2096,35,Female,Peshawar,Basic,28.89,4,2,10,18.0,2026-01-17,1.0,Bank Transfer,Android,No,Yes
CUST2097,32,Female,Lahore,Standard,61.94,42,64,1,15.0,2025-12-27,3.0,Debit Card,iPhone,Yes,No
CUST2098,43,Female,Rawalpindi,Basic,16.11,49,78,8,4.0,2026-03-04,4.0,Credit Card,iPhone,Yes,No
CUST2099,34,Female,Multan,Standard,53.49,33,54,10,9.0,2026-03-19,2.0,Debit Card,Android,Yes,Yes
CUST2100,57,Male,Multan,Premium,149.59,29,41,7,22.0,2025-12-27,2.0,EasyPaisa,Android,Yes,No
CUST2101,53,Male,Quetta,Basic,21.73,48,69,6,22.0,2026-05-30,5.0,EasyPaisa,Android,Yes,No
CUST2102,56,Male,Karachi,Standard,48.47,18,27,9,6.0,2026-01-19,5.0,Credit Card,iPhone,Yes,No
CUST2103,57,Female,Karachi,Standard,65.47,15,26,8,15.0,2026-02-20,3.0,JazzCash,Web,No,No
CUST2104,25,Male,Quetta,Premium,140.46,58,87,7,7.0,2026-03-24,4.0,Bank Transfer,iPhone,Yes,No
CUST2105,18,Male,Karachi,Standard,67.54,32,48,7,23.0,2026-01-23,3.0,JazzCash,Web,No,No
CUST2106,47,Female,Rawalpindi,Basic,19.48,58,92,10,0.0,2026-01-03,1.0,Credit Card,iPhone,No,Yes
CUST2107,61,Female,Faisalabad,Basic,12.38,9,15,6,0.0,2026-05-18,1.0,JazzCash,Android,Yes,Yes
CUST2108,44,Male,Quetta,Basic,12.48,55,79,2,3.0,2026-05-28,4.0,Bank Transfer,Web,Yes,No
CUST2109,60,Female,Faisalabad,Standard,46.7,39,62,2,18.0,2026-02-21,3.0,JazzCash,iPhone,Yes,No
CUST2110,47,Female,Rawalpindi,Premium,127.75,37,57,6,20.0,2026-01-02,1.0,JazzCash,iPhone,Yes,No
CUST2111,31,Female,Peshawar,Basic,14.77,35,54,8,16.0,2026-05-10,5.0,Bank Transfer,Android,No,No
CUST2112,62,Male,Karachi,Basic,11.82,32,45,3,19.0,2026-03-09,1.0,Bank Transfer,Android,Yes,No
CUST2113,39,Female,Quetta,Basic,10.99,35,48,4,1.0,2026-04-30,3.0,JazzCash,iPhone,Yes,No
CUST2114,46,Female,Peshawar,Premium,147.42,37,56,10,20.0,2026-05-03,4.0,JazzCash,Android,Yes,No
CUST2115,19,Male,Peshawar,Basic,26.83,17,20,1,5.0,2026-02-22,1.0,EasyPaisa,Android,No,Yes
CUST2116,25,Male,Rawalpindi,Standard,46.06,28,40,6,4.0,2026-06-08,3.0,EasyPaisa,Web,No,Yes
CUST2117,24,Female,Multan,Premium,94.59,30,44,5,24.0,2026-01-29,4.0,JazzCash,Web,Yes,No
CUST2118,43,Male,Quetta,Premium,,34,58,10,,2026-02-04,,Debit Card,Android,Yes,Yes
CUST2119,40,Male,Faisalabad,Basic,11.42,40,60,1,15.0,2026-06-07,5.0,EasyPaisa,Web,Yes,No
CUST2120,19,Female,Peshawar,Basic,16.19,31,46,2,29.0,2026-01-01,2.0,Debit Card,Android,Yes,No
CUST2121,60,Female,Islamabad,Standard,59.23,17,24,2,24.0,2026-06-03,2.0,EasyPaisa,Web,Yes,No
CUST2122,20,Male,Multan,Standard,59.98,55,74,3,25.0,2026-04-09,3.0,Debit Card,iPhone,No,No
CUST2123,35,Male,Rawalpindi,Basic,21.23,7,2,0,5.0,2026-01-05,2.0,EasyPaisa,Web,Yes,Yes
CUST2124,26,Male,Peshawar,Premium,85.15,50,84,5,9.0,2026-05-28,1.0,Credit Card,Web,Yes,No
CUST2125,19,Male,Faisalabad,Basic,11.39,53,76,9,20.0,2026-02-22,5.0,Credit Card,iPhone,Yes,No
CUST2126,52,Female,Faisalabad,Basic,13.54,10,10,1,0.0,2026-05-16,2.0,Bank Transfer,Web,No,Yes
CUST2127,18,Male,Faisalabad,Premium,146.33,54,79,3,6.0,2026-04-10,1.0,Debit Card,Android,Yes,No
CUST2128,44,Female,Multan,Standard,65.11,11,27,2,6.0,2026-03-30,2.0,Bank Transfer,iPhone,Yes,No
CUST2129,41,Female,Multan,Standard,40.9,10,9,1,7.0,2026-04-20,1.0,Bank Transfer,iPhone,Yes,No
CUST2130,45,Female,Faisalabad,Basic,27.04,5,1,9,20.0,2026-04-18,5.0,Credit Card,Web,Yes,No
CUST2131,25,Male,Lahore,Basic,18.59,21,42,6,6.0,2026-05-05,3.0,Credit Card,Web,Yes,No
CUST2132,35,Female,Karachi,Standard,46.12,7,2,3,12.0,2025-12-25,5.0,JazzCash,Android,Yes,No
CUST2133,55,Male,Quetta,Basic,22.3,41,62,9,26.0,2026-04-27,5.0,JazzCash,Web,Yes,No
CUST2134,18,Female,Peshawar,Basic,27.81,51,70,2,18.0,2025-12-23,1.0,EasyPaisa,Web,Yes,No
CUST2135,58,Male,Faisalabad,Standard,39.34,49,83,5,16.0,2026-01-07,5.0,JazzCash,iPhone,No,No
CUST2136,48,Male,Quetta,Premium,147.56,40,58,4,7.0,2026-05-01,1.0,EasyPaisa,Android,Yes,No
CUST2137,48,Male,Multan,Standard,50.86,56,85,8,9.0,2026-06-20,5.0,Debit Card,iPhone,Yes,No
CUST2138,47,Male,Multan,Basic,11.47,18,25,0,30.0,2026-05-11,4.0,Credit Card,Android,No,No
CUST2139,29,Male,Lahore,Basic,16.45,25,33,10,27.0,2026-05-16,4.0,EasyPaisa,Android,No,No
CUST2140,27,Male,Rawalpindi,Basic,23.48,41,67,6,20.0,2026-03-03,5.0,Credit Card,iPhone,Yes,No
CUST2141,21,Male,Peshawar,Standard,69.27,53,82,9,2.0,2026-04-17,4.0,JazzCash,Android,Yes,No
CUST2142,27,Female,Peshawar,Standard,34.77,22,34,3,30.0,2026-04-07,3.0,Credit Card,Web,Yes,No
CUST2143,40,Female,Islamabad,Basic,24.57,52,76,5,27.0,2026-01-14,4.0,JazzCash,iPhone,No,No
CUST2144,63,Male,Lahore,Basic,18.21,53,78,7,25.0,2026-04-06,1.0,Bank Transfer,iPhone,Yes,No
CUST2145,41,Male,Quetta,Basic,16.16,47,71,10,5.0,2026-05-11,4.0,Debit Card,Web,Yes,No
CUST2146,49,Female,Faisalabad,Standard,54.58,42,59,4,2.0,2026-03-31,5.0,Debit Card,Android,No,No
CUST2147,42,Female,Peshawar,Premium,70.66,23,23,7,3.0,2026-03-26,3.0,Debit Card,iPhone,Yes,Yes
CUST2148,50,Female,Peshawar,Premium,146.53,7,15,7,6.0,2026-05-28,2.0,Bank Transfer,Web,No,Yes
CUST2149,22,Male,Islamabad,Premium,139.18,50,77,7,0.0,2026-02-22,3.0,JazzCash,Android,Yes,No
CUST2150,28,Male,Islamabad,Basic,16.54,7,1,5,9.0,2026-01-24,1.0,Debit Card,iPhone,Yes,Yes
CUST2151,37,Male,Lahore,Standard,36.11,24,35,0,8.0,2026-05-31,1.0,EasyPaisa,Web,No,No
CUST2152,22,Male,Islamabad,Basic,15.7,16,26,4,15.0,2026-06-15,2.0,Debit Card,Android,Yes,No
CUST2153,19,Female,Quetta,Basic,25.11,28,45,3,19.0,2026-01-19,1.0,Debit Card,Web,No,Yes
CUST2154,27,Female,Lahore,Standard,44.4,47,71,0,2.0,2026-01-25,1.0,Bank Transfer,iPhone,Yes,Yes
CUST2155,59,Male,Islamabad,Premium,148.34,12,9,2,14.0,2026-03-31,4.0,JazzCash,iPhone,No,No
CUST2156,60,Female,Quetta,Standard,57.62,57,87,7,28.0,2026-02-15,3.0,Credit Card,iPhone,Yes,No
CUST2157,28,Female,Quetta,Basic,11.26,53,80,9,24.0,2026-04-16,4.0,JazzCash,iPhone,Yes,No
CUST2158,29,Female,Rawalpindi,Premium,88.56,16,25,4,22.0,2026-01-06,2.0,JazzCash,iPhone,No,No
CUST2159,39,Female,Faisalabad,Standard,52.39,36,48,0,14.0,2026-02-08,2.0,Bank Transfer,Android,Yes,No
CUST2160,48,Female,Islamabad,Basic,14.9,54,74,3,22.0,2026-06-03,1.0,Bank Transfer,Android,Yes,No
CUST2161,58,Male,Multan,Basic,14.25,15,16,5,7.0,2026-01-28,2.0,Debit Card,iPhone,Yes,No
CUST2162,20,Female,Multan,Basic,11.28,57,76,7,19.0,2026-06-01,2.0,Debit Card,iPhone,Yes,Yes
CUST2163,42,Female,Lahore,Standard,60.62,44,70,10,10.0,2026-06-05,4.0,EasyPaisa,Web,No,No
CUST2164,47,Male,Islamabad,Premium,86.12,51,68,4,24.0,2026-04-04,3.0,EasyPaisa,Web,No,No
CUST2165,40,Male,Quetta,Premium,104.02,4,1,0,21.0,2026-01-26,5.0,Bank Transfer,Web,Yes,No
CUST2166,61,Male,Peshawar,Basic,22.32,55,84,9,26.0,2026-03-09,5.0,JazzCash,Android,Yes,No
CUST2167,62,Male,Rawalpindi,Basic,11.57,5,6,5,21.0,2026-05-27,4.0,Debit Card,Android,No,No
CUST2168,30,Female,Peshawar,Premium,108.91,9,8,3,14.0,2026-02-16,2.0,Debit Card,Web,Yes,No
CUST2169,28,Male,Multan,Standard,45.3,23,34,4,0.0,2026-02-28,3.0,Bank Transfer,iPhone,No,No
CUST2170,32,Female,Multan,Standard,51.91,8,3,10,23.0,2026-02-04,3.0,Debit Card,Android,Yes,No
CUST2171,45,Female,Rawalpindi,Premium,75.75,5,12,7,13.0,2025-12-24,3.0,EasyPaisa,Web,Yes,No
CUST2172,59,Male,Faisalabad,Basic,22.51,18,35,0,23.0,2026-06-17,3.0,Bank Transfer,iPhone,Yes,No
CUST2173,59,Male,Quetta,Standard,53.95,20,19,5,19.0,2026-06-13,3.0,Bank Transfer,Web,Yes,No
CUST2174,39,Male,Rawalpindi,Premium,121.94,54,82,7,8.0,2026-01-24,4.0,JazzCash,iPhone,No,No
CUST2175,52,Female,Karachi,Basic,10.8,22,39,0,4.0,2026-03-06,1.0,EasyPaisa,iPhone,Yes,Yes
CUST2176,49,Male,Rawalpindi,Standard,58.75,30,46,7,6.0,2026-06-19,5.0,Credit Card,Android,Yes,No
CUST2177,21,Female,Quetta,Premium,97.63,21,29,7,17.0,2026-04-25,2.0,EasyPaisa,iPhone,Yes,No
CUST2178,50,Female,Peshawar,Standard,63.8,25,37,3,1.0,2026-02-16,3.0,Bank Transfer,iPhone,No,No
CUST2179,49,Male,Faisalabad,Premium,,43,63,0,,2026-02-13,,Credit Card,Web,Yes,No
CUST2180,55,Male,Faisalabad,Premium,122.79,35,57,4,20.0,2026-04-11,2.0,EasyPaisa,Web,No,No
CUST2181,32,Male,Multan,Standard,66.86,32,44,10,21.0,2026-06-12,3.0,JazzCash,Web,Yes,No
CUST2182,51,Female,Lahore,Basic,12.79,8,3,7,0.0,2026-05-02,2.0,Debit Card,Web,No,Yes
CUST2183,20,Female,Islamabad,Basic,16.57,6,8,6,9.0,2026-05-01,5.0,Debit Card,iPhone,Yes,No
CUST2184,46,Male,Rawalpindi,Standard,32.34,25,31,8,24.0,2026-01-27,3.0,EasyPaisa,Web,Yes,No
CUST2185,27,Female,Quetta,Basic,16.54,32,49,6,1.0,2026-06-06,1.0,Bank Transfer,iPhone,Yes,Yes
CUST2186,38,Male,Faisalabad,Standard,56.66,6,16,0,16.0,2026-03-02,2.0,JazzCash,Android,Yes,Yes
CUST2187,50,Female,Islamabad,Basic,23.13,17,27,4,19.0,2026-05-23,2.0,EasyPaisa,iPhone,Yes,No
CUST2188,53,Male,Faisalabad,Basic,22.27,60,85,1,10.0,2026-01-06,1.0,Bank Transfer,Web,Yes,No
CUST2189,60,Male,Karachi,Basic,24.65,30,39,6,22.0,2026-06-01,5.0,Debit Card,iPhone,No,No
CUST2190,40,Female,Faisalabad,Standard,61.96,51,73,1,27.0,2026-02-23,2.0,EasyPaisa,Android,Yes,No
CUST2191,22,Male,Lahore,Basic,25.0,13,28,10,26.0,2026-06-04,4.0,Bank Transfer,iPhone,Yes,No
CUST2192,62,Female,Faisalabad,Standard,36.34,59,84,5,26.0,2026-01-08,5.0,EasyPaisa,iPhone,Yes,No
CUST2193,34,Male,Faisalabad,Premium,84.29,46,63,3,16.0,2026-01-27,3.0,Debit Card,iPhone,Yes,No
CUST2194,63,Female,Rawalpindi,Premium,85.66,58,88,3,30.0,2026-03-04,2.0,JazzCash,Android,Yes,No
CUST2195,48,Female,Rawalpindi,Standard,38.53,14,18,1,26.0,2026-06-06,3.0,EasyPaisa,iPhone,No,No
CUST2196,36,Male,Rawalpindi,Basic,18.99,49,87,0,26.0,2026-02-07,4.0,Credit Card,Web,Yes,No
CUST2197,48,Female,Peshawar,Basic,12.35,17,17,6,17.0,2026-05-12,5.0,EasyPaisa,Android,No,No
CUST2198,41,Female,Quetta,Basic,13.57,3,3,10,8.0,2026-05-08,1.0,Credit Card,Android,Yes,Yes
CUST2199,60,Male,Faisalabad,Standard,56.65,15,28,1,17.0,2026-05-24,4.0,Debit Card,iPhone,Yes,No
CUST2200,26,Female,Lahore,Basic,16.79,31,43,0,10.0,2026-03-01,1.0,Debit Card,iPhone,Yes,No
CUST2201,45,Male,Karachi,Basic,27.44,3,6,3,9.0,2026-02-21,5.0,EasyPaisa,Web,Yes,No
CUST2202,26,Female,Peshawar,Standard,52.98,57,94,3,24.0,2026-04-20,4.0,Credit Card,iPhone,Yes,No
CUST2203,43,Male,Islamabad,Basic,22.26,38,61,5,14.0,2026-04-29,5.0,EasyPaisa,iPhone,No,No
CUST2204,19,Female,Peshawar,Standard,46.02,24,47,7,16.0,2026-01-16,1.0,JazzCash,iPhone,Yes,Yes
CUST2205,39,Female,Islamabad,Standard,32.6,8,13,5,27.0,2026-05-08,1.0,JazzCash,Android,Yes,No
CUST2206,32,Female,Lahore,Standard,57.82,45,73,4,11.0,2026-04-03,4.0,Credit Card,Web,Yes,No
CUST2207,59,Male,Rawalpindi,Standard,48.1,53,78,7,15.0,2026-03-26,5.0,Debit Card,iPhone,Yes,No
CUST2208,47,Male,Islamabad,Premium,140.67,49,77,4,12.0,2026-02-28,1.0,EasyPaisa,Android,Yes,No
CUST2209,47,Male,Karachi,Basic,11.31,59,88,7,29.0,2026-04-03,1.0,JazzCash,iPhone,Yes,No
CUST2210,61,Male,Karachi,Standard,63.29,14,19,1,18.0,2026-02-04,2.0,JazzCash,Android,Yes,No
CUST2211,56,Female,Karachi,Standard,62.48,56,79,9,29.0,2025-12-27,2.0,Bank Transfer,Web,Yes,No
CUST2212,25,Male,Peshawar,Basic,26.93,30,50,5,30.0,2026-01-26,4.0,EasyPaisa,iPhone,No,No
CUST2213,60,Male,Multan,Standard,39.68,59,90,1,25.0,2026-02-12,2.0,Credit Card,Web,Yes,No
CUST2214,55,Male,Lahore,Basic,15.21,35,40,0,3.0,2026-02-05,3.0,JazzCash,Android,No,Yes
CUST2215,57,Male,Rawalpindi,Standard,37.08,18,34,5,9.0,2026-02-18,5.0,Debit Card,Android,Yes,No
CUST2216,20,Female,Multan,Basic,21.74,47,63,4,8.0,2026-01-26,2.0,EasyPaisa,Android,Yes,No
CUST2217,32,Male,Multan,Standard,66.59,29,40,4,16.0,2026-05-21,1.0,Credit Card,iPhone,Yes,No
CUST2218,64,Female,Karachi,Standard,63.57,52,72,9,27.0,2026-03-20,5.0,Bank Transfer,iPhone,Yes,No
CUST2219,23,Male,Peshawar,Basic,17.12,13,16,10,27.0,2026-03-08,3.0,EasyPaisa,Android,No,No
CUST2220,62,Female,Quetta,Basic,19.23,4,12,4,14.0,2026-03-11,1.0,EasyPaisa,iPhone,No,Yes
CUST2221,52,Male,Peshawar,Premium,72.57,14,19,9,2.0,2026-01-30,1.0,Debit Card,Android,Yes,Yes
CUST2222,53,Female,Quetta,Standard,67.3,7,5,6,19.0,2026-05-31,2.0,Debit Card,Web,No,Yes
CUST2223,43,Female,Multan,Basic,15.26,33,50,5,3.0,2026-03-10,5.0,Bank Transfer,Web,Yes,No
CUST2224,30,Male,Multan,Basic,11.83,15,26,9,24.0,2026-05-14,1.0,Bank Transfer,Android,Yes,No
CUST2225,27,Female,Karachi,Basic,20.6,6,24,3,14.0,2026-06-14,4.0,Credit Card,iPhone,Yes,No
CUST2226,62,Male,Karachi,Premium,74.68,42,64,10,12.0,2026-04-28,3.0,EasyPaisa,Android,Yes,No
CUST2227,22,Male,Islamabad,Standard,68.44,14,30,5,29.0,2026-06-16,1.0,Credit Card,iPhone,No,No
CUST2228,46,Female,Multan,Basic,17.89,14,17,5,0.0,2026-02-10,1.0,JazzCash,Web,Yes,Yes
CUST2229,20,Male,Lahore,Basic,20.18,38,55,0,6.0,2026-04-27,2.0,Bank Transfer,iPhone,No,Yes
CUST2230,31,Male,Rawalpindi,Standard,36.81,41,58,1,1.0,2026-02-11,3.0,JazzCash,Android,Yes,No
CUST2231,32,Male,Quetta,Basic,29.64,10,16,1,9.0,2026-05-10,1.0,JazzCash,Web,Yes,No
CUST2232,29,Female,Peshawar,Premium,118.26,42,65,0,16.0,2025-12-26,5.0,JazzCash,iPhone,No,No
CUST2233,26,Male,Islamabad,Basic,16.77,2,3,7,4.0,2026-02-06,3.0,EasyPaisa,Android,Yes,Yes
CUST2234,25,Female,Peshawar,Basic,15.87,38,50,1,24.0,2026-05-23,4.0,Bank Transfer,Web,Yes,No
CUST2235,27,Female,Multan,Premium,83.43,24,34,8,14.0,2026-05-02,2.0,Bank Transfer,Web,No,No
CUST2236,53,Female,Faisalabad,Premium,83.96,53,80,4,19.0,2026-01-10,5.0,EasyPaisa,Web,Yes,No
CUST2237,57,Male,Quetta,Standard,32.5,41,58,7,16.0,2026-04-26,2.0,EasyPaisa,iPhone,Yes,Yes
CUST2238,55,Female,Lahore,Standard,54.63,46,64,10,29.0,2026-03-01,4.0,EasyPaisa,Android,Yes,No
